792,-317
793,258
794,841
795,642
796,728
797,-54
798,-923
799,-272
800,232
801,-499
802,739
803,-302
804,371
805,-375
806,958
807,-913
808,83
809,-632
810,-53
811,-344
812,-721
813,697
814,-642
815,-373
816,192
817,-300
818,727
819,-603
820,-475
821,436
822,-903
823,956
824,213
825,-510
826,97
827,-471
828,766
829,-924
830,-392
831,-109
832,946
833,-790
834,857
835,813
836,-439
837,-962
838,970
839,-45
840,538
841,-9
842,-65
843,-540
844,121
845,-110
846,-970
847,462
848,-646
849,-336
850,407
851,349
852,-356
853,8
854,-571
855,397
856,667
857,911
858,715
859,689
860,194
861,-90
862,605
863,-795
864,990
865,-572
866,-632
867,348
868,318
869,235
870,-873
871,-123
872,-230
873,618
874,-74
875,-683
876,666
877,324
878,-442
879,-596
880,292
881,-205
882,-483
883,528
884,950
885,252
886,19
887,696
888,-483
889,656
890,318
891,-249
892,787
893,-377
894,510
895,751
896,-437
897,-434
898,-751
899,-441
900,621
901,-44
902,-792
903,779
904,597
905,390
906,112
907,985
908,-377
909,-223
910,-137
911,58
912,139
913,-698
914,-469
915,963
916,376
917,809
918,371
919,390
920,93
921,571
922,883
923,963
924,570
925,-8
926,100
927,343
928,-419
929,-519
930,-976
931,-314
932,581
933,703
934,845
935,147
936,-516
937,-485
938,-311
939,-662
940,-559
941,-779
942,-839
943,-938
944,-778
945,-246
946,673
947,-183
948,221
949,-839
950,-564
951,15
952,363
953,-149
954,654
955,180
956,996
957,-647
958,-54
959,384
960,-967
961,975
962,423
963,248
964,-511
965,838
966,-848
967,549
968,651
969,-793
970,684
971,-702
972,-96
973,-761
974,-746
975,-932
976,-26
977,804
978,-899
979,447
980,882
981,955
982,851
983,730
984,485
985,96
986,-803
987,232
988,-632
989,262
990,-545
991,485
992,-489
993,-801
994,742
995,921
996,-712
997,-149
998,584
999,-539
1000,362
